Sales Transactions: July 14,,,,,,,
,,,,,,,
Cust ID,Region,Payment ,Transaction Code,Source,Amount,Product,Time Of Day
10093,West,Paypal,58309878,Email,174.25,Book,18:31
10094,West,Paypal,84324439,Web,20.26,DVD,04:04
10095,North,Credit,90647889,Web,18.73,DVD,00:00
10096,North,Paypal,31225474,Web,22.88,Book,13:09
10097,West,Paypal,79286039,Web,19.15,DVD,14:44
10098,South,Credit,69628094,Email,15.33,Book,01:01
10099,West,Paypal,19891764,Web,20.82,DVD,18:01
10100,West,Credit,21992857,Web,20.61,DVD,18:29
10101,East,Credit,40572972,Web,16.43,DVD,11:23
10102,West,Credit,80218197,Web,21.10,DVD,02:02
10103,North,Paypal,72072353,Email,21.64,Book,22:40
10104,West,Paypal,44250706,Email,18.06,Book,16:00
10105,East,Credit,31062653,Web,19.35,Book,10:06
10106,North,Credit,84047393,Web,23.70,DVD,19:02
10107,North,Credit,59891368,Web,18.93,Book,09:09
10108,North,Credit,47234209,Email,16.83,Book,16:20
10109,West,Credit,47893510,Web,22.19,Book,18:52
10110,West,Credit,23513829,Web,23.90,Book,19:40
10111,East,Credit,20993720,Web,17.47,DVD,10:53
10112,West,Credit,58724265,Email,209.37,Book,20:11
10113,North,Credit,47687764,Web,18.00,DVD,08:08
10114,East,Credit,53008101,Web,22.83,Book,10:17
10115,East,Credit,68494188,Email,20.31,DVD,14:34
10116,South,Paypal,40357817,Web,22.06,DVD,11:07
10117,North,Paypal,91328383,Web,15.22,Book,10:39
10118,South,Paypal,51497241,Web,20.60,DVD,20:46
10119,East,Credit,42829269,Web,18.25,DVD,20:42
10120,East,Credit,56174714,Web,174.18,Book,12:42
10121,North,Credit,17210514,Email,19.58,DVD,22:31
10122,West,Paypal,40504819,Web,17.91,Book,19:14
10123,West,Credit,58186991,Web,22.90,Book,12:16
10124,North,Paypal,46376047,Web,22.26,Book,17:50
10125,South,Credit,95760408,Web,19.04,Book,15:23
10126,East,Credit,73024614,Web,17.42,DVD,05:05
10127,West,Paypal,63167563,Web,18.54,Book,19:30
10128,North,Credit,83800724,Web,19.74,DVD,12:49
10129,West,Credit,11739665,Web,22.03,DVD,14:49
10130,West,Paypal,74393415,Web,236.49,Book,16:24
10131,South,Paypal,30372359,Email,19.30,DVD,17:00
10132,East,Credit,47768495,Email,23.73,DVD,16:57
10133,West,Paypal,74154714,Web,19.96,Book,16:50
10134,East,Credit,33525138,Web,20.75,DVD,15:02
10135,South,Paypal,84542864,Web,22.37,DVD,08:08
10136,West,Credit,24537107,Email,24.03,DVD,11:14
10137,West,Credit,74241899,Web,24.59,DVD,04:04
10138,West,Paypal,33200655,Email,155.91,Book,18:38
10139,East,Credit,89349547,Email,16.43,Book,09:09
10140,South,Paypal,83528887,Web,15.71,Book,16:44
10141,West,Paypal,21113649,Web,15.19,Book,16:22
10142,West,Paypal,35126822,Web,21.35,DVD,17:54
10143,West,Credit,98692914,Web,19.47,DVD,18:17
10144,West,Credit,96105789,Web,21.49,DVD,09:09
10145,East,Paypal,72991138,Web,22.20,DVD,12:29
10146,East,Paypal,77775458,Web,21.15,DVD,07:07
10147,East,Credit,71420485,Web,15.16,DVD,11:19
10148,East,Credit,55498553,Email,15.71,Book,09:09
10149,West,Paypal,93904863,Web,24.65,Book,20:41
10150,West,Paypal,37998977,Email,24.88,Book,15:23
10151,East,Paypal,24697741,Email,17.49,Book,21:46
10152,West,Credit,77906388,Web,19.71,DVD,07:07
10153,South,Credit,79915334,Web,17.33,Book,02:02
10154,West,Credit,50624253,Web,15.56,DVD,21:07
10155,East,Credit,32851119,Web,18.94,DVD,20:00
10156,North,Credit,79812666,Web,22.86,Book,16:02
10157,South,Paypal,45319579,Web,15.18,Book,06:06
10158,South,Credit,44466808,Web,22.46,Book,17:44
10159,West,Credit,26950438,Email,21.39,Book,17:17
10160,South,Credit,66610830,Email,22.17,DVD,10:23
10161,North,Paypal,45496161,Web,234.63,Book,09:09
10162,North,Paypal,57085887,Web,24.97,Book,22:11
10163,West,Credit,86987062,Web,15.72,Book,10:53
10164,East,Credit,75029194,Web,24.35,Book,08:08
10165,West,Paypal,16712886,Email,16.09,Book,08:08
10166,West,Credit,39307303,Web,23.51,Book,16:18
10167,North,Paypal,41334963,Web,22.59,Book,16:51
10168,East,Credit,58630343,Web,15.59,DVD,09:09
10169,West,Credit,87184105,Web,190.81,Book,21:57
10170,West,Paypal,35358631,Web,21.12,Book,16:40
10171,North,Credit,55749730,Web,24.60,DVD,20:38
10172,North,Paypal,62374456,Web,21.22,DVD,12:20
10173,West,Credit,84556568,Web,21.78,DVD,07:07
10174,West,Credit,57605353,Web,16.54,DVD,17:52
10175,East,Credit,45033697,Email,177.32,Book,15:52
10176,South,Credit,33917941,Web,21.50,Book,10:53
10177,West,Paypal,39654675,Web,24.65,DVD,20:45
10178,North,Paypal,47532285,Web,19.43,DVD,09:09
10179,West,Credit,85998809,Web,21.12,DVD,20:13
10180,West,Credit,34960635,Web,18.10,DVD,20:32
10181,East,Credit,85117076,Email,24.40,Book,13:25
10182,South,Credit,67865323,Web,19.37,Book,21:48
10183,West,Credit,55061563,Email,19.17,DVD,00:00
10184,South,Credit,58022125,Email,241.77,Book,09:09
10185,West,Paypal,25679000,Web,19.65,Book,20:46
10186,West,Paypal,35078468,Web,19.88,Book,08:08
10187,West,Paypal,75772325,Web,15.18,DVD,12:30
10188,West,Paypal,25433486,Web,15.08,Book,12:15
10189,North,Paypal,65056232,Web,23.74,Book,05:05
10190,North,Credit,96077043,Web,19.44,Book,09:09
10191,South,Credit,68380003,Web,17.70,DVD,02:02
10192,West,Credit,92733708,Web,16.99,DVD,17:34
10193,East,Paypal,17547620,Email,16.13,Book,13:37
10194,West,Paypal,95291830,Web,24.80,DVD,20:28
10195,West,Paypal,49471722,Web,17.52,Book,20:35
10196,North,Paypal,70336893,Web,23.63,Book,19:47
10197,West,Credit,44142213,Web,23.03,DVD,11:27
10198,West,Paypal,69832322,Web,21.03,DVD,19:18
10199,South,Credit,54284580,Web,21.88,Book,03:03
10200,South,Credit,69967343,Email,24.86,Book,17:27
10201,North,Credit,70932816,Email,21.43,DVD,07:07
10202,South,Paypal,74082072,Web,16.32,DVD,15:09
10203,East,Credit,92299116,Web,17.20,DVD,00:00
10204,North,Paypal,33160396,Web,17.87,DVD,07:07
10205,South,Credit,22141389,Web,17.27,DVD,07:07
10206,South,Credit,43297905,Web,19.76,Book,21:13
10207,East,Paypal,72307242,Web,17.10,Book,06:06
10208,West,Credit,66131853,Email,15.66,Book,11:18
10209,West,Credit,71755916,Web,22.37,Book,16:21
10210,East,Credit,55102089,Web,15.81,DVD,12:26
10211,South,Credit,25266837,Web,18.75,DVD,02:02
10212,West,Credit,17246696,Email,192.41,Book,20:23
10213,South,Credit,55149876,Email,242.52,Book,09:09
10214,North,Credit,66024609,Web,20.40,Book,00:00
10215,East,Credit,74962881,Web,24.71,DVD,12:45
10216,East,Credit,66903731,Web,21.49,DVD,08:08
10217,West,Paypal,71026884,Web,22.26,DVD,05:05
10218,West,Credit,86140667,Web,22.39,Book,16:16
10219,East,Credit,97905965,Email,21.01,Book,08:08
10220,West,Credit,40197352,Web,226.15,Book,16:41
10221,West,Paypal,43741856,Web,20.67,Book,19:27
10222,West,Credit,78186031,Web,21.72,DVD,20:04
10223,East,Credit,58045939,Email,16.34,Book,17:53
10224,West,Credit,16151482,Web,19.19,Book,19:08
10225,West,Credit,16578164,Email,19.21,DVD,02:02
10226,West,Credit,96323938,Web,16.06,Book,17:30
10227,South,Paypal,77228031,Web,20.87,DVD,13:41
10228,West,Credit,10779898,Web,15.33,DVD,05:05
10229,West,Credit,85174502,Web,23.58,DVD,02:02
10230,North,Credit,73359370,Email,15.34,Book,10:08
10231,North,Paypal,10400774,Web,216.20,Book,10:33
10232,East,Credit,69035250,Email,21.85,DVD,14:28
10233,West,Credit,45792515,Web,23.59,Book,03:03
10234,North,Paypal,28433265,Web,20.44,Book,11:52
10235,East,Credit,55311936,Web,22.05,DVD,08:08
10236,West,Paypal,64115201,Email,20.42,Book,00:00
10237,West,Credit,66071683,Email,20.49,DVD,20:10
10238,West,Credit,97687340,Web,161.46,Book,14:23
10239,South,Paypal,41078038,Web,19.69,DVD,04:04
10240,South,Paypal,55142477,Web,24.16,Book,02:02
10241,East,Credit,41419462,Web,22.80,DVD,10:59
10242,East,Paypal,39303323,Web,243.70,Book,20:26
10243,West,Paypal,95949085,Web,210.38,Book,12:19
10244,West,Paypal,28911817,Email,161.50,Book,16:15
10245,South,Credit,36561487,Email,21.92,DVD,06:06
10246,West,Credit,71502183,Web,23.75,DVD,20:34
10247,West,Credit,54077093,Email,23.74,DVD,03:03
10248,West,Paypal,92266350,Web,21.67,Book,12:41
10249,West,Paypal,60490288,Email,22.04,Book,03:03
10250,North,Paypal,72701137,Email,17.83,DVD,12:55
10251,South,Paypal,32435141,Web,23.60,Book,02:02
10252,North,Credit,48330352,Web,19.90,Book,14:04
10253,East,Credit,17689891,Email,209.20,Book,17:19
10254,East,Credit,67182932,Email,24.00,Book,11:52
10255,West,Credit,97950489,Web,17.81,Book,12:36
10256,West,Paypal,50561229,Email,24.77,DVD,00:00
10257,East,Credit,70759248,Web,21.00,DVD,17:14
10258,North,Paypal,77616151,Web,191.43,Book,16:36
10259,South,Paypal,79551499,Web,24.52,DVD,21:59
10260,East,Credit,90656731,Web,17.34,DVD,08:08
10261,East,Paypal,33909737,Web,17.19,Book,03:03
10262,West,Credit,63841931,Web,22.55,Book,11:43
10263,South,Credit,30506370,Web,15.35,DVD,10:15
10264,South,Credit,81572757,Web,23.20,Book,15:38
10265,West,Credit,70596149,Web,241.65,Book,20:39
10266,West,Paypal,95125046,Email,242.40,Book,17:19
10267,West,Paypal,10754185,Web,23.01,DVD,17:44
10268,East,Credit,88506060,Email,17.22,DVD,01:01
10269,North,Paypal,80319080,Web,15.96,DVD,01:01
10270,East,Credit,27016365,Web,15.45,DVD,09:09
10271,North,Credit,80034508,Email,17.41,DVD,05:05
10272,East,Credit,76677689,Web,21.64,Book,10:39
10273,South,Credit,96855830,Web,157.86,Book,05:05
10274,West,Paypal,54775836,Web,18.17,DVD,16:09
10275,West,Credit,18066842,Web,18.73,Book,20:18
10276,West,Paypal,28240563,Web,17.24,Book,20:47
10277,South,Credit,24796034,Web,23.91,DVD,13:59
10278,South,Credit,60979466,Web,22.12,Book,17:31
10279,West,Credit,44558261,Web,15.25,DVD,19:11
10280,South,Credit,49683597,Web,24.77,Book,00:00
10281,West,Paypal,70748780,Email,20.28,Book,06:06
10282,South,Paypal,80637514,Email,20.33,DVD,08:08
10283,South,Credit,77963353,Web,16.90,Book,21:41
10284,South,Paypal,55003920,Web,16.47,Book,16:22
10285,West,Paypal,66231568,Web,21.18,Book,15:10
10286,West,Credit,49290839,Web,15.86,Book,18:00
10287,West,Credit,65745301,Web,24.42,Book,01:01
10288,South,Paypal,18744208,Web,222.38,Book,18:53
10289,South,Paypal,52683186,Web,188.85,Book,05:05
10290,East,Credit,87677897,Web,15.32,Book,09:09
10291,West,Credit,78943440,Email,24.71,Book,16:22
10292,East,Credit,92175770,Web,20.97,Book,11:17
10293,West,Credit,32571506,Email,21.92,DVD,19:17
10294,West,Paypal,11427628,Web,15.40,Book,17:16
10295,East,Credit,92399789,Web,23.08,Book,07:07
10296,East,Paypal,63645553,Web,23.40,DVD,01:01
10297,North,Credit,11175481,Web,22.65,Book,06:06
10298,East,Paypal,71269390,Email,24.61,Book,13:08
10299,East,Credit,97215985,Web,24.97,Book,16:53
10300,South,Credit,50531437,Web,18.57,Book,12:45
10301,West,Credit,94922677,Email,16.15,DVD,03:03
10302,West,Paypal,17454394,Web,19.95,Book,19:35
10303,West,Paypal,84850536,Web,15.61,DVD,22:02
10304,South,Credit,32164694,Email,19.13,Book,22:55
10305,West,Credit,88979280,Web,231.23,Book,00:00
10306,East,Credit,21059538,Email,244.75,Book,10:13
10307,South,Paypal,12677778,Web,21.36,DVD,20:25
10308,West,Credit,77758706,Web,21.83,Book,01:01
10309,South,Credit,14512758,Email,21.58,DVD,01:01
10310,North,Paypal,23076219,Email,17.51,Book,20:19
10311,South,Paypal,71350323,Web,23.29,DVD,04:04
10312,West,Paypal,60395312,Web,18.35,Book,20:54
10313,West,Credit,38530736,Email,23.06,DVD,11:48
10314,South,Credit,16039556,Web,19.81,DVD,21:19
10315,East,Credit,93353650,Web,162.74,Book,09:09
10316,East,Credit,14150787,Web,16.86,DVD,09:09
10317,South,Credit,97279689,Web,23.31,Book,16:23
10318,West,Credit,65882511,Email,22.92,Book,00:00
10319,West,Credit,88066592,Email,22.84,DVD,17:37
10320,North,Credit,82643293,Web,16.97,DVD,04:04
10321,South,Credit,97730191,Email,188.16,Book,19:21
10322,West,Credit,59686740,Web,22.57,DVD,18:45
10323,North,Paypal,93594435,Web,24.71,DVD,13:34
10324,South,Credit,82961120,Web,246.67,Book,16:47
10325,South,Credit,97623213,Web,20.97,Book,08:08
10326,East,Paypal,14765562,Email,19.83,Book,04:04
10327,West,Paypal,85470735,Email,19.09,Book,11:45
10328,South,Credit,55160635,Email,16.52,Book,06:06
10329,South,Credit,90852426,Email,22.31,Book,02:02
10330,North,Credit,15945216,Email,19.52,DVD,00:00
10331,West,Credit,96688991,Web,24.79,DVD,09:09
10332,West,Credit,31841597,Email,18.84,DVD,22:04
10333,East,Credit,69450143,Web,24.58,DVD,00:00
10334,North,Credit,43384272,Web,17.19,Book,12:19
10335,East,Paypal,65292790,Web,19.65,Book,06:06
10336,South,Credit,71336291,Web,17.35,Book,21:37
10337,West,Paypal,99300859,Web,22.92,DVD,16:23
10338,North,Credit,81921349,Email,18.81,DVD,07:07
10339,West,Paypal,40237279,Web,20.08,Book,03:03
10340,West,Credit,38167466,Email,24.54,Book,04:04
10341,West,Paypal,88466601,Web,24.81,Book,14:40
10342,West,Paypal,27965385,Email,15.94,DVD,00:00
10343,North,Paypal,80215999,Web,18.29,DVD,08:08
10344,East,Credit,12222505,Web,15.55,DVD,06:06
10345,West,Paypal,64014515,Web,19.20,DVD,20:52
10346,West,Credit,90818758,Email,17.34,DVD,18:10
10347,East,Paypal,94873280,Email,22.51,DVD,05:05
10348,South,Paypal,73200296,Email,23.45,DVD,02:02
10349,East,Paypal,38960810,Web,16.15,DVD,13:45
10350,West,Paypal,88326061,Web,17.68,Book,00:00
10351,North,Credit,41691635,Email,22.11,Book,11:28
10352,West,Credit,58121431,Web,18.41,DVD,01:01
10353,West,Paypal,55259994,Web,17.08,DVD,17:06
10354,South,Paypal,61072223,Web,15.77,DVD,10:36
10355,East,Credit,17256670,Web,22.41,Book,07:07
10356,North,Paypal,98206099,Web,20.63,DVD,03:03
10357,South,Credit,43063718,Email,18.14,Book,03:03
10358,North,Credit,67151337,Web,20.18,Book,11:13
10359,West,Credit,39969279,Email,177.30,Book,11:33
10360,South,Paypal,58790759,Web,15.71,DVD,05:05
10361,North,Credit,45790914,Web,21.75,DVD,17:22
10362,South,Credit,85351233,Email,18.25,Book,05:05
10363,South,Credit,40331224,Web,203.72,Book,14:29
10364,West,Paypal,13065288,Email,15.54,Book,19:36
10365,West,Credit,30370343,Web,17.50,DVD,05:05
10366,East,Credit,38342520,Web,21.32,Book,02:02
10367,East,Paypal,37778643,Web,150.86,Book,13:17
10368,West,Paypal,21005551,Web,17.39,Book,04:04
10369,East,Credit,80160243,Web,23.87,DVD,13:52
10370,North,Credit,70859272,Web,21.53,Book,16:04
10371,North,Credit,41514905,Web,19.64,DVD,16:14
10372,West,Paypal,68986646,Web,18.27,Book,18:39
10373,West,Credit,51423763,Web,19.27,DVD,06:06
10374,North,Credit,78615837,Web,20.16,Book,14:38
10375,West,Credit,95641106,Web,15.59,DVD,04:04
10376,South,Paypal,40892422,Email,16.34,DVD,12:35
10377,East,Credit,70431710,Web,199.18,Book,14:00
10378,South,Paypal,95673115,Web,19.99,Book,20:29
10379,North,Credit,72527223,Email,18.44,DVD,18:38
10380,West,Credit,77577648,Web,23.75,Book,09:09
10381,West,Credit,26849225,Web,20.88,DVD,00:00
10382,South,Credit,27508938,Web,197.43,Book,10:43
10383,West,Credit,43095105,Web,20.32,Book,18:33
10384,South,Credit,70978581,Web,16.82,DVD,08:08
10385,West,Paypal,72898757,Web,20.16,Book,13:40
10386,West,Credit,56976893,Web,16.79,Book,21:27
10387,North,Credit,35119351,Email,22.53,Book,11:41
10388,South,Paypal,65437162,Email,21.68,Book,14:32
10389,North,Paypal,70003314,Email,23.54,Book,06:06
10390,East,Paypal,54664522,Web,17.67,DVD,09:09
10391,West,Credit,10325805,Web,22.79,Book,00:00
10392,East,Paypal,28672617,Web,24.80,Book,18:09
10393,South,Paypal,21364705,Email,15.27,Book,08:08
10394,West,Credit,44719881,Email,18.74,Book,22:41
10395,West,Credit,42164058,Web,16.47,DVD,20:26
10396,West,Paypal,68675115,Web,18.11,DVD,00:00
10397,West,Paypal,48712948,Web,20.73,DVD,17:46
10398,West,Credit,93152672,Web,21.64,DVD,16:11
10399,East,Credit,12824694,Web,17.38,Book,16:14
10400,West,Credit,73484989,Web,17.70,DVD,07:07
10401,West,Credit,79418802,Web,24.66,Book,17:07
10402,West,Credit,85598102,Web,24.24,DVD,19:16
10403,South,Paypal,81254753,Email,19.79,Book,07:07
10404,North,Credit,97869460,Web,16.86,DVD,08:08
10405,North,Credit,19446725,Web,19.97,DVD,22:37
10406,East,Credit,12075708,Web,22.99,Book,09:09
10407,North,Credit,87645248,Web,153.83,Book,15:07
10408,South,Credit,88351358,Web,15.20,DVD,15:03
10409,West,Credit,86741411,Web,16.01,DVD,20:02
10410,West,Paypal,85689748,Web,18.88,DVD,17:57
10411,South,Credit,39676844,Email,21.54,Book,19:37
10412,East,Credit,59845402,Web,24.11,Book,00:00
10413,North,Paypal,39267241,Web,21.43,Book,08:08
10414,North,Credit,82025542,Web,24.80,DVD,00:00
10415,West,Credit,16559991,Web,19.76,DVD,20:15
10416,North,Credit,80278554,Web,23.97,DVD,18:39
10417,North,Credit,30257860,Web,19.96,DVD,11:25
10418,West,Credit,46744434,Web,18.19,Book,01:01
10419,East,Credit,49155614,Web,17.28,DVD,15:45
10420,West,Credit,53795790,Web,24.84,Book,08:08
10421,South,Paypal,75332091,Email,16.32,Book,13:50
10422,North,Credit,83194866,Web,23.47,Book,17:00
10423,West,Credit,33911548,Email,16.65,Book,19:19
10424,East,Paypal,20917768,Web,22.64,Book,11:53
10425,North,Credit,63888401,Web,16.66,Book,02:02
10426,North,Credit,99361092,Email,21.78,Book,14:10
10427,West,Paypal,39373058,Web,21.29,DVD,14:14
10428,North,Paypal,91945826,Web,160.78,Book,14:47
10429,West,Credit,39442197,Web,21.10,Book,14:38
10430,East,Credit,96995760,Web,169.79,Book,20:13
10431,West,Paypal,99830378,Web,16.99,Book,03:03
10432,North,Credit,97898924,Email,23.64,DVD,08:08
10433,North,Credit,48100304,Email,18.92,Book,13:23
10434,West,Paypal,61029935,Email,23.96,Book,07:07
10435,South,Paypal,74335115,Web,18.53,Book,21:20
10436,West,Credit,94386287,Web,24.44,DVD,05:05
10437,South,Credit,94086275,Web,21.81,DVD,05:05
10438,South,Paypal,59470574,Email,18.25,DVD,15:54
10439,East,Credit,20030922,Web,17.42,Book,01:01
10440,South,Credit,45769254,Web,18.40,Book,10:25
10441,North,Paypal,94775848,Email,23.88,DVD,03:03
10442,West,Credit,98078573,Web,17.76,Book,14:37
10443,South,Credit,48152632,Email,23.06,Book,11:57
10444,West,Paypal,44336631,Web,18.87,Book,16:33
10445,West,Credit,74850396,Web,17.87,DVD,16:11
10446,East,Credit,85688947,Web,18.77,Book,15:09
10447,North,Credit,83549993,Web,18.60,DVD,00:00
10448,North,Credit,62629771,Web,152.27,Book,06:06
10449,North,Credit,76032910,Web,20.83,Book,16:46
10450,West,Credit,78837536,Email,21.47,Book,17:52
10451,West,Credit,61532595,Web,218.60,Book,12:33
10452,North,Paypal,50289683,Web,163.37,Book,16:55
10453,North,Paypal,56319779,Web,24.78,Book,21:56
10454,West,Credit,26242351,Web,17.01,Book,07:07
10455,South,Credit,80577738,Web,231.23,Book,20:26
10456,East,Credit,81079401,Web,22.57,DVD,15:02
10457,West,Paypal,17165782,Web,24.16,DVD,11:02
10458,South,Paypal,90636722,Web,20.68,Book,21:51
10459,South,Paypal,43626259,Web,21.20,DVD,07:07
10460,West,Credit,61496170,Web,247.14,Book,17:16
10461,South,Credit,16101751,Web,19.10,Book,13:04
10462,South,Paypal,55348039,Web,19.02,DVD,22:07
10463,East,Credit,50785284,Web,19.66,Book,01:01
10464,West,Credit,92997267,Email,168.10,Book,16:22
10465,West,Credit,30255549,Web,16.83,Book,08:08
10466,East,Credit,85660114,Email,23.89,Book,00:00
10467,South,Credit,43913307,Web,16.73,DVD,19:20
10468,South,Credit,47286881,Email,22.05,DVD,10:27
10469,North,Paypal,62265606,Email,17.88,Book,06:06
10470,West,Credit,63133211,Email,15.18,DVD,19:25
10471,West,Paypal,24646414,Web,15.62,DVD,03:03
10472,North,Credit,65043803,Web,20.58,DVD,18:02
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
